Japenese Together,Japanese,Ja to En
森 907,森 ,forest 
it 906,it ,it
原因 906,原因 ,cause
まったく 906,まったく ,Absolutely.
続 906,続 ,Continued
小さ 906,小さ ,Small
少女 902,少女 ,girl
キス 902,キス ,Kiss
トラック 900,トラック ,Truck
耳 900,耳 ,Ear
世話 898,世話 ,care 
動物 898,動物 ,animal
ロック 897,ロック ,rock 
食事 897,食事 ,meal 
捕ま 894,捕ま ,Caught
バー 894,バー ,Bar
夕食 893,夕食 ,dinner 
大切 891,大切 ,important 
び 891,び ,Beauty 
構 890,構 ,Structure
泣 890,泣 ,Cry
ぐらい 889,ぐらい ,About
赤 888,赤 ,red 
隊 886,隊 ,squad
酷 886,酷 ,Cruel
行方 885,行方 ,Whereabouts
パワー 884,パワー ,Power
行為 883,行為 ,act
日本 883,日本 ,Japan 
現在 883,現在 ,the current 
おそらく 882,おそらく ,probably 
たが 881,たが ,But
まぁ 880,まぁ ,Well
号 880,号 ,No.
緊急 879,緊急 ,emergency
チャーリー 875,チャーリー ,Charlie
警告 874,警告 ,caveat 
箱 874,箱 ,box
切れ 873,切れ ,Cut
要求 873,要求 ,request
火 872,火 ,Fire
右 870,右 ,right 
せよ 869,せよ ,Do it
支配 867,支配 ,Domination
ちま 867,ちま ,Chima
海 867,海 ,Sea
永遠 865,永遠 ,eternity
到着 865,到着 ,arrival 
赤ちゃん 864,赤ちゃん ,baby 
特に 863,特に ,especially 
ウォルター 860,ウォルター ,Walter
ヘンリー 859,ヘンリー ,Henry
全然 857,全然 ,not at all 
負け 857,負け ,Loss
屋 856,屋 ,House
希望 856,希望 ,hope
管理 856,管理 ,management
自殺 855,自殺 ,suicide
魂 852,魂 ,Soul
代わり 851,代わり ,Alternative
影響 850,影響 ,influence
休 850,休 ,Closed
スパイ 850,スパイ ,Spy
集め 848,集め ,Collect
一部 847,一部 ,some
雇 847,雇 ,employment
権利 846,権利 ,right 
飛 843,飛 ,fly
窓 842,窓 ,window 
位 841,位 ,rank
オフィス 841,オフィス ,Office
なぁ 841,なぁ ,Hey
えぇ 840,えぇ ,Yes
あー 840,あー ,ah 
賢 840,賢 ,wise
何者 839,何者 ,Who is this?
助か 838,助か ,Help!
常 835,常 ,always
髪 835,髪 ,hair 
マーク 835,マーク ,Mark
山 834,山 ,mountain
いた 834,いた ,there was 
メガ 834,メガ ,Mega
デート 833,デート ,Date
いくら 833,いくら ,how much 
色々 832,色々 ,various 
me 831,me ,me
運命 830,運命 ,destiny 
オリバー 829,オリバー ,Oliver
心臓 829,心臓 ,heart 
イヤ 829,イヤ ,No
コード 828,コード ,Code
誕生 828,誕生 ,Birth
ミスター 828,ミスター ,Mister
馬 825,馬 ,horse
向け 825,向け ,for 
音楽 825,音楽 ,music 
殺せ 824,殺せ ,Kill
半分 823,半分 ,half 
受け入れ 823,受け入れ ,accept 
議員 821,議員 ,Member of Parliament
保安 820,保安 ,security
正確 820,正確 ,accurate
混乱 820,混乱 ,confusion
撮 819,撮 ,Photography
施設 818,施設 ,facility 
あたし 817,あたし ,Me
活動 817,活動 ,activity
可愛 817,可愛 ,Cute
ベン 816,ベン ,Ben
木 816,木 ,Tree
たって 814,たって ,Standing
手紙 814,手紙 ,letter 
映像 807,映像 ,picture 
判断 805,判断 ,Judgment
殺害 805,殺害 ,murder
in 805,in ,in
しばらく 803,しばらく ,for a while 
将軍 801,将軍 ,Shogun
反応 800,反応 ,reaction 
親父 799,親父 ,Father
師 799,師 ,teacher
たった 799,たった ,Only
ドイツ 798,ドイツ ,Germany 
億 797,億 ,hundred million 
疑 796,疑 ,doubt
チェック 794,チェック ,check 
やっと 794,やっと ,at last 
訓練 794,訓練 ,training
部隊 794,部隊 ,troops
強盗 790,強盗 ,Robbery
テスト 789,テスト ,Quiz
再 788,再 ,Re
はっきり 788,はっきり ,Clearly
迎え 786,迎え ,Pick-up
上げ 785,上げ ,Raise
意見 785,意見 ,opinion
面倒 784,面倒 ,troublesome 
フィンチ 784,フィンチ ,Finch
だれ 784,だれ ,who 
壊 783,壊 ,Break
行き 783,行き ,Go
めでと 782,めでと ,Congratulations!
左 782,左 ,Left
引 781,引 ,Pull
機会 781,機会 ,opportunity 
指示 780,指示 ,instructions
弾 780,弾 ,Bullet
おかげ 779,おかげ ,Thanks
トム 777,トム ,Tom
解 777,解 ,Solution
感情 776,感情 ,emotions
ブラック 775,ブラック ,Black
ロシア 774,ロシア ,Russia
ヘイ 774,ヘイ ,Hey
主 774,主 ,Lord
担当 774,担当 ,in charge 
ナイフ 772,ナイフ ,Knife
相棒 770,相棒 ,Partner
こい 770,こい ,love 
通信 768,通信 ,communication 
s 767,s ,s
星 767,星 ,star
事務 767,事務 ,Administration
器 764,器 ,vessel
歴史 764,歴史 ,history 
反対 764,反対 ,Opposition 
データ 764,データ ,data 
亡くな 762,亡くな ,Die
勝手 761,勝手 ,selfishness 
no 761,no ,no
料理 760,料理 ,cooking 
事態 759,事態 ,Situation
捜索 759,捜索 ,Search
異常 758,異常 ,abnormality
鳥 757,鳥 ,Bird
社 757,社 ,Company
my 757,my ,my
出発 757,出発 ,departure 
祈 755,祈 ,prayer
以来 754,以来 ,Since then
テレビ 753,テレビ ,tv set 
遊 752,遊 ,play
一杯 752,一杯 ,One cup
沢山 751,沢山 ,A lot
住所 750,住所 ,address 
結局 749,結局 ,in the end 
ガス 749,ガス ,Gas
大好き 748,大好き ,really like 
直 747,直 ,Straight
取り戻 747,取り戻 ,Recapture
ほんと 746,ほんと ,real 
偉大 746,偉大 ,great
近 745,近 ,near
男性 744,男性 ,male 
速 744,速 ,Fast
戻れ 744,戻れ ,Go back
知れ 744,知れ ,Know
殺し 741,殺し ,Kill
証言 740,証言 ,Testimony
示 739,示 ,Show
ビデオ 739,ビデオ ,Video
みな 736,みな ,everyone 
一致 735,一致 ,match
脱出 732,脱出 ,Escape
恐怖 731,恐怖 ,fear
紹介 731,紹介 ,introduction 
触れ 730,触れ ,Touch
礼 729,礼 ,Thank you
ネット 729,ネット ,Internet
突然 728,突然 ,suddenly
裏 725,裏 ,Back
打 724,打 ,Hit
発 724,発 ,Departure
意識 724,意識 ,consciousness
尋ね 721,尋ね ,Ask
きれい 721,きれい ,beautiful 
人類 720,人類 ,humanity
晩 719,晩 ,Evening
開始 719,開始 ,start
アア 719,アア ,Ah
目撃 719,目撃 ,Sightings
解放 718,解放 ,release
平和 717,平和 ,peace 
真 717,真 ,true
集中 716,集中 ,concentration 
よろしく 716,よろしく ,nice to meet you 
アンタ 715,アンタ ,You
刺 715,刺 ,Thorn
わたし 715,わたし ,I 
様子 714,様子 ,state 
専門 713,専門 ,Specialty
スーツ 713,スーツ ,Suits
かい 712,かい ,shellfish 
賭け 712,賭け ,Betting
e 711,e ,e
悲し 710,悲し ,Sadness
オーケー 709,オーケー ,Okay
クラブ 708,クラブ ,Club
嬢 708,嬢 ,Miss
司令 705,司令 ,command
完了 704,完了 ,completion 
信号 704,信号 ,signal
ok 703,ok ,OK 
契約 703,契約 ,contract 
部分 703,部分 ,part
クリスマス 703,クリスマス ,Christmas 
d 703,d ,d
穴 701,穴 ,hole 
すでに 701,すでに ,already 
教会 700,教会 ,church
マイル 700,マイル ,Miles
途中 700,途中 ,in the middle 
is 699,is ,is
出かけ 699,出かけ ,Going out
凄 698,凄 ,Amazing
楽しみ 698,楽しみ ,fun 
バス 697,バス ,Bus
あっち 695,あっち ,Over there
絵 695,絵 ,picture 
動き 695,動き ,Movement
剣 694,剣 ,Sword
指 693,指 ,finger
筈 692,筈 ,Should
上が 692,上が ,Above
痛み 691,痛み ,pain 
やら 690,やら ,Do it
歯 689,歯 ,teeth 
裏切 689,裏切 ,Betrayal
位置 688,位置 ,position
掛け 688,掛け ,Hanging
良く 688,良く ,Good
おけ 687,おけ ,Oke
ウォーカー 687,ウォーカー ,Walker
種 687,種 ,seeds
席 686,席 ,Seats
ふざけ 686,ふざけ ,Joke
魔女 686,魔女 ,witch 
that 686,that ,that
靴 685,靴 ,shoes 
瞬間 685,瞬間 ,moment
受け取 685,受け取 ,Receipt
確かめ 685,確かめ ,Verify
取れ 685,取れ ,Get
教授 683,教授 ,professor
恐ろし 683,恐ろし ,Scary
落と 682,落と ,Drop
フォース 682,フォース ,Force
ボート 682,ボート ,Boat
奇妙 682,奇妙 ,strange
キャリー 681,キャリー ,Carrie
弱 681,弱 ,Weak
ども 681,ども ,Hello
天使 680,天使 ,angel
息 679,息 ,Breath
熱 679,熱 ,fever
黒 679,黒 ,black 
吸 678,吸 ,Sucking
参加 676,参加 ,Participation
by 675,by ,by
建物 674,建物 ,building 
優し 674,優し ,Kindness
出せ 673,出せ ,Give it to me
うーん 672,うーん ,Hmm
ワン 672,ワン ,One
サイン 672,サイン ,sign 
やっぱり 672,やっぱり ,on second thoughts 
苦し 672,苦し ,Pain
主義 671,主義 ,principle
腹 671,腹 ,stomach 
ダニー 671,ダニー ,Danny
からだ 669,からだ ,Body
ぶり 669,ぶり ,Yellowtail
超 668,超 ,super
届 667,届 ,Notification
旅 667,旅 ,Journey 
ちょうだい 667,ちょうだい ,Give me
中国 667,中国 ,china
伏せ 666,伏せ ,Face down
決ま 666,決ま ,Decided
リズボン 665,リズボン ,Lisbon
重 663,重 ,heavy
なるほど 663,なるほど ,I see 
提供 661,提供 ,offer
ど 660,ど ,degree 
会議 658,会議 ,meeting 
死亡 657,死亡 ,death
壊れ 656,壊れ ,Broken
フランス 656,フランス ,France
離 655,離 ,away
確信 654,確信 ,Confidence
プログラム 654,プログラム ,Program
荷物 654,荷物 ,luggage 
避け 654,避け ,Avoid
台 654,台 ,stand
アラン 653,アラン ,Alan
我慢 653,我慢 ,patience 
危な 652,危な ,Dangerous
時々 652,時々 ,sometimes 
書類 651,書類 ,document 
自然 651,自然 ,nature
目標 650,目標 ,the goal 
剤 650,剤 ,Agent
依頼 649,依頼 ,request 
安心 648,安心 ,peace of mind 
cia 647,cia ,cia
北 647,北 ,north
耐え 646,耐え ,Endure
社会 646,社会 ,society
詳し 645,詳し ,More details
ロンドン 642,ロンドン ,London
スターク 642,スターク ,Stark
怪我 642,怪我 ,injury 
カーター 641,カーター ,Carter
毒 640,毒 ,Poison
以内 640,以内 ,Within
ビール 640,ビール ,Beer 
前回 639,前回 ,last time 
さま 639,さま ,looks 
基地 639,基地 ,base
恋人 639,恋人 ,lover 
汚 638,汚 ,Dirty
会話 638,会話 ,conversation 
支援 638,支援 ,support 
旅行 638,旅行 ,trip 
副 637,副 ,Deputy
t 637,t ,t
ウィル 637,ウィル ,Will
キー 636,キー ,Key
マン 635,マン ,Man
騙 635,騙 ,Deception
既に 634,既に ,Already
出会 633,出会 ,Encounter
停止 633,停止 ,Stop 
案内 633,案内 ,guidance 
指紋 632,指紋 ,fingerprint
アンナ 631,アンナ ,Anna
実験 631,実験 ,experiment 
いったい 629,いったい ,what the hell 
ニック 628,ニック ,Nick
シャーロック 628,シャーロック ,Sherlock
暮ら 628,暮ら ,Living
話し 628,話し ,Talk
怪物 627,怪物 ,monster
アレックス 627,アレックス ,Alex
ええと 624,ええと ,you know 
on 624,on ,on
謝 623,謝 ,Thank you
女王 621,女王 ,queen
ありがと 621,ありがと ,thank you 
色 621,色 ,color 
ぇ 621,ぇ ,Eh?
使用 621,使用 ,use
周り 620,周り ,Surroundings
偶然 620,偶然 ,coincidence
リース 619,リース ,Leasing
処理 619,処理 ,process 
直ぐ 619,直ぐ ,Immediately
諦め 617,諦め ,Give up
ルール 616,ルール ,rule 
曲 616,曲 ,song 
市民 616,市民 ,citizen
川 616,川 ,River
よろし 615,よろし ,Okay.
トイレ 615,トイレ ,toilet 
機械 615,機械 ,machine
ハロルド 615,ハロルド ,Harold
感染 614,感染 ,infection
うれし 614,うれし ,Happy
破 613,破 ,Break
隣 610,隣 ,next 
アパート 609,アパート ,Apartment
勝利 609,勝利 ,victory
ポール 608,ポール ,Paul
白 606,白 ,white
全体 606,全体 ,whole 
尽く 606,尽く ,Do your best
dna 606,dna ,DNA
パートナー 604,パートナー ,partner 
鬼 603,鬼 ,Oni
手術 601,手術 ,surgery
親 600,親 ,Parent
ドラゴン 600,ドラゴン ,Dragon
直接 600,直接 ,directly
テロ 599,テロ ,Terrorism
実行 599,実行 ,execution 
軍隊 599,軍隊 ,army
新聞 599,新聞 ,newspaper
寂し 598,寂し ,Lonely
付き合 597,付き合 ,Dating
味方 597,味方 ,Ally
所有 596,所有 ,possession
兄貴 596,兄貴 ,Big Brother
王子 596,王子 ,prince
回復 594,回復 ,recovery 
知り合い 593,知り合い ,Acquaintance
っけ 593,っけ ,Hey
クリス 591,クリス ,Chris
制御 591,制御 ,control 
いただ 590,いただ ,I received
市 590,市 ,city
さらに 590,さらに ,moreover 
次第 589,次第 ,depend on 
禁止 589,禁止 ,Prohibited
花 588,花 ,flower
不思議 588,不思議 ,wonder 
帰れ 588,帰れ ,Go home
倒 585,倒 ,Fallen
手段 585,手段 ,means
匂い 584,匂い ,Smell
資金 583,資金 ,funds
乗せ 582,乗せ ,Ride
当た 582,当た ,Hit
進め 582,進め ,Go ahead
病 581,病 ,disease
後悔 581,後悔 ,Regret
脅威 580,脅威 ,Threats
ひとり 580,ひとり ,alone 
胸 579,胸 ,chest 
諸君 579,諸君 ,"Gentlemen,"
指揮 579,指揮 ,command
this 579,this ,this
愚か 578,愚か ,foolish 
レベル 578,レベル ,Level
避難 578,避難 ,Evacuation
努力 578,努力 ,effort
呼吸 578,呼吸 ,breathing
誇り 577,誇り ,Pride
遠 577,遠 ,far
同意 576,同意 ,consent
辛 576,辛 ,Spicy
いっぱい 575,いっぱい ,A lot
断 575,断 ,Cut off
闇 574,闇 ,Darkness
what 573,what ,what
ガキ 573,ガキ ,Brat
時計 573,時計 ,clock 
無視 572,無視 ,ignore 
有名 571,有名 ,famous 
無実 570,無実 ,Innocence
よせ 569,よせ ,Stop
神経 568,神経 ,Nerve
セックス 568,セックス ,Sex
親友 568,親友 ,best friend
金持ち 568,金持ち ,Rich
気の毒 568,気の毒 ,I feel sorry for you
だい 567,だい ,big 
署 567,署 ,Police station
怒り 566,怒り ,Anger
いずれ 566,いずれ ,Either
おれ 566,おれ ,I 
分析 566,分析 ,analysis
血液 565,血液 ,blood
代 565,代 ,teenager
恋 564,恋 ,Love
足り 564,足り ,Enough
個 564,個 ,pieces
生き残 563,生き残 ,Survival
さら 563,さら ,Sara 
噂 562,噂 ,Rumors
医 561,医 ,medicine
応答 560,応答 ,Response
スカイ 559,スカイ ,Sky
扱 558,扱 ,Handling
救急 557,救急 ,Emergency
ライト 557,ライト ,Light
手がかり 556,手がかり ,Clues
思い 555,思い ,thought 
かわい 555,かわい ,Cute
ゾンビ 555,ゾンビ ,Zombies
安定 554,安定 ,Stability
勇気 554,勇気 ,courage 
距離 552,距離 ,distance
m 552,m ,m
ワイン 551,ワイン ,wine 
交換 551,交換 ,exchange 
踊 551,踊 ,Dance
確保 551,確保 ,Secure
夫人 551,夫人 ,Mrs 
エンジン 551,エンジン ,Engine
兵器 551,兵器 ,Weapons
アクセス 550,アクセス ,Access
方向 549,方向 ,direction
症 549,症 ,disease
限 549,限 ,Limited
奴隷 549,奴隷 ,Slavery
バリー 548,バリー ,Barry
生徒 548,生徒 ,student 
御 548,御 ,O
同様 548,同様 ,Similar
ライン 547,ライン ,Line
叫 547,叫 ,scream
満足 547,満足 ,satisfaction 
立場 547,立場 ,Position
勇敢 547,勇敢 ,brave
決定 546,決定 ,decision
ヒーロー 546,ヒーロー ,Hero
両方 545,両方 ,both 
ダンス 545,ダンス ,Dance
慣れ 543,慣れ ,Habit
ホームズ 543,ホームズ ,Holmes
発生 542,発生 ,occurrence 
金庫 542,金庫 ,Safe
パーティ 541,パーティ ,Party
起動 541,起動 ,boot 
政治 540,政治 ,politics
具合 540,具合 ,Condition
乾杯 540,乾杯 ,cheers 
アダム 540,アダム ,Adam
喋 539,喋 ,talk
クレア 538,クレア ,Claire
パトリック 538,パトリック ,Patrick
一生 538,一生 ,lifetime 
高校 538,高校 ,high school 
ドクター 538,ドクター ,Doctor
南 538,南 ,south
まさに 538,まさに ,Exactly
エネルギー 537,エネルギー ,Energy
we 537,we ,we
いろいろ 537,いろいろ ,various 
雨 537,雨 ,rain 
身体 537,身体 ,body
レイ 537,レイ ,Ray
成長 536,成長 ,growth
閣下 535,閣下 ,Your Honor 
遠く 535,遠く ,far away 
対処 534,対処 ,handle 
優秀 533,優秀 ,Excellent
最終 533,最終 ,final
枚 532,枚 ,Pieces
連邦 532,連邦 ,Federal
才能 532,才能 ,Talent
最大 532,最大 ,maximum
動か 531,動か ,Move
条件 531,条件 ,conditions
サー 531,サー ,Sir
魅力 530,魅力 ,charm 
惑星 530,惑星 ,planet 
眠れ 530,眠れ ,Sleep
暴力 529,暴力 ,violence
ベル 529,ベル ,Bell
ブロディ 528,ブロディ ,Brody
責め 528,責め ,Blame
指輪 528,指輪 ,ring 
フレンド 528,フレンド ,Friends
戦闘 528,戦闘 ,battle 
流 528,流 ,flow
効果 527,効果 ,effect 
大人 527,大人 ,adult 
特定 527,特定 ,identification 
マスター 526,マスター ,Master
ブース 525,ブース ,Booth
猫 524,猫 ,Cat
妊娠 524,妊娠 ,Pregnancy
復讐 524,復讐 ,Revenge
向 524,向 ,Direction
そろそろ 524,そろそろ ,It's about time
ジェシー 523,ジェシー ,Jesse
掃除 523,掃除 ,cleaning 
マックス 523,マックス ,Max
権 523,権 ,Rights
複雑 522,複雑 ,complicated 
経 522,経 ,Scripture
手配 521,手配 ,Arrangements
青 521,青 ,blue
修理 520,修理 ,repair 
太陽 520,太陽 ,sun
相談 520,相談 ,consultation 
最低 520,最低 ,lowest
テープ 519,テープ ,Tape
見張 519,見張 ,Lookout
暗 519,暗 ,dark
提案 519,提案 ,suggestion 
閉じ 519,閉じ ,Close
ホワイト 519,ホワイト ,White
兵 518,兵 ,soldier
支払 518,支払 ,Payment
巻き込 518,巻き込 ,Involvement
そば 518,そば ,Soba
ボール 518,ボール ,Ball
ロボット 518,ロボット ,Robot
庫 517,庫 ,warehouse
ファン 517,ファン ,Fan
他人 517,他人 ,others
英雄 517,英雄 ,hero
ダニエル 517,ダニエル ,Daniel
さっさと 517,さっさと ,Hurry up
日間 516,日間 ,Days
規則 516,規則 ,rules
バッグ 516,バッグ ,Bags
厳し 516,厳し ,Strict
苦労 515,苦労 ,Hardship
交渉 515,交渉 ,negotiation 
流れ 515,流れ ,Flow
標的 515,標的 ,target
寒 515,寒 ,Cold
本部 513,本部 ,Headquarters
無線 513,無線 ,wireless
赤ん坊 512,赤ん坊 ,Baby
抜 512,抜 ,Extract
集ま 512,集ま ,Gathered
組 512,組 ,group
ノー 511,ノー ,No
法律 511,法律 ,law
繰り返 510,繰り返 ,Repeat
招待 510,招待 ,invitation 
医療 510,医療 ,medical care 
確実 508,確実 ,certainty 
釈放 508,釈放 ,Release
列車 508,列車 ,Train
最 507,最 ,Most
面 507,面 ,face
おっと 506,おっと ,Oops 
おいで 506,おいで ,Come
説得 505,説得 ,Persuasion
くせ 505,くせ ,Habit
うるさ 505,うるさ ,Noisy
記事 505,記事 ,article 
同僚 504,同僚 ,colleague 
r 504,r ,r
土地 504,土地 ,land
トニー 503,トニー ,Tony
あるいは 503,あるいは ,or 
片付け 503,片付け ,Tidying up
口座 503,口座 ,Account
誤解 502,誤解 ,Misconceptions
かね 502,かね ,Money
楽 500,楽 ,easy 
正義 500,正義 ,justice
ア 499,ア ,a 
内部 499,内部 ,inside
トミー 498,トミー ,Tommy
例 498,例 ,example 
吐 498,吐 ,Vomit
団 498,団 ,Group
プロ 498,プロ ,Pro
興奮 497,興奮 ,excitement
新た 497,新た ,New
都市 497,都市 ,City 
再び 497,再び ,Again
あらゆる 496,あらゆる ,All
タイム 496,タイム ,Time
リーダー 495,リーダー ,Leader
タバコ 495,タバコ ,Tobacco
不安 495,不安 ,anxiety 
保険 495,保険 ,insurance 
しょう 494,しょう ,Sho 
サン 494,サン ,Sun
電気 493,電気 ,electricity 
for 493,for ,for
練習 493,練習 ,practice 
表 493,表 ,table
接触 492,接触 ,contact
ジョージ 492,ジョージ ,George
変更 492,変更 ,change 
ワトソン 491,ワトソン ,Watson
仕業 490,仕業 ,Work
グループ 490,グループ ,Group
値 490,値 ,value 
工場 489,工場 ,factory 
ごと 489,ごと ,Every
u 489,u ,u
試合 488,試合 ,game 
自己 488,自己 ,self
押 488,押 ,push
抜け 488,抜け ,Escape
新 487,新 ,new
すら 486,すら ,Even
納得 486,納得 ,Consent 
物語 486,物語 ,story 
閉じ込め 486,閉じ込め ,Confinement
誘 486,誘 ,Temptation
ショーン 485,ショーン ,Sean
罰 484,罰 ,punishment
クイーン 484,クイーン ,Queen
生命 484,生命 ,life
c 483,c ,c
スーパー 482,スーパー ,Supermarket
台無し 481,台無し ,ruin 
久し 481,久し ,Long time
メンバー 481,メンバー ,Members
効 481,効 ,Efficacy
描 480,描 ,drawing
かつて 480,かつて ,Once upon a time
噛 480,噛 ,Bite
脅 479,脅 ,Threat
退屈 478,退屈 ,boredom 
障害 478,障害 ,hindrance 
カール 478,カール ,Carl
立派 478,立派 ,Excellent
貴様 477,貴様 ,You
ライアン 477,ライアン ,Ryan
すばらし 477,すばらし ,Wonderful
好 476,好 ,good
チップ 476,チップ ,Tips
取り 476,取り ,Take
頂 476,頂 ,top
ブロック 476,ブロック ,Block
いただけ 476,いただけ ,Just
名誉 476,名誉 ,Honor
導 474,導 ,Guidance
半 474,半 ,Half
倉庫 473,倉庫 ,warehouse
午後 473,午後 ,afternoon 
y 473,y ,y
予想 473,予想 ,prediction 
バレ 472,バレ ,Barre
