Korean Together,Korean,Ko to En
뭐라고요 740,뭐라고요 ,What did you say?
힘든 739,힘든 ,Hard
보게 739,보게 ,See you
가게 739,가게 ,store 
말해봐 738,말해봐 ,say it 
밥 736,밥 ,rice 
상황이 735,상황이 ,The situation
줘요 734,줘요 ,Give it to me
만큼 734,만큼 ,As much as
했지만 732,했지만 ,But I did
같은데요 731,같은데요 ,It's the same
이름 730,이름 ,name 
엄마를 729,엄마를 ,Mom
전화를 729,전화를 ,Call
어쩔 727,어쩔 ,What to do
있니 726,있니 ,Is there
번째 726,번째 ,The second
할까 726,할까 ,Shall I do it?
얘길 726,얘길 ,Talk
찾는 725,찾는 ,Looking for
선생님이 724,선생님이 ,The teacher
진짜로 723,진짜로 ,Really
일이에요 722,일이에요 ,It's work
건지 722,건지 ,Guernsey
가족을 721,가족을 ,Family
할지 721,할지 ,Will do it
중이야 720,중이야 ,It's heavy
믿지 720,믿지 ,I don't believe it
닥쳐 720,닥쳐 ,shut up 
여기로 718,여기로 ,Here
저건 716,저건 ,That's
주고 715,주고 ,Give
멀리 715,멀리 ,Far away
어이 715,어이 ,hey 
거짓말 709,거짓말 ,lie 
약 709,약 ,approximately 
잭 707,잭 ,jack 
사실은 706,사실은 ,in fact 
받을 706,받을 ,Receive
그러고 704,그러고 ,And then
겁니까 703,겁니까 ,Are you scared?
먹을 703,먹을 ,Eat
그치만 702,그치만 ,But
너에게 702,너에게 ,to you 
들었어요 702,들었어요 ,I heard
하기 701,하기 ,do 
오빠 701,오빠 ,Brother
오고 701,오고 ,Coming
있을까 700,있을까 ,Could it be?
어린 700,어린 ,Young
통해 699,통해 ,Through
아닌데 696,아닌데 ,No
조금만 696,조금만 ,Just a little bit
맞는 695,맞는 ,Correct
차에 693,차에 ,In the car
여자는 693,여자는 ,The woman
보러 693,보러 ,To see
손에 693,손에 ,In hand
모르지 692,모르지 ,I don't know
가까이 691,가까이 ,Close
테니 691,테니 ,Tennis
되죠 690,되죠 ,Okay
점점 688,점점 ,More and more
잔 688,잔 ,glass 
이야기를 687,이야기를 ,Tell a story
물론이죠 687,물론이죠 ,Of course
학교 685,학교 ,school 
주는 685,주는 ,Giving
아가씨 684,아가씨 ,Miss
먹어 682,먹어 ,Eat
것에 682,것에 ,To that
크게 681,크게 ,big 
이유는 681,이유는 ,The reason is
군 678,군 ,army 
모두들 677,모두들 ,Everybody
죽인 676,죽인 ,Killed
셋 676,셋 ,three 
알죠 673,알죠 ,I know
기억 673,기억 ,memory 
경찰 673,경찰 ,police 
제이 670,제이 ,Jay 
그래야 670,그래야 ,Then
목숨을 670,목숨을 ,Life
있을까요 669,있을까요 ,Could it be possible?
아니지만 668,아니지만 ,But no
했다 668,했다 ,Did
딸 667,딸 ,Daughter
많아 667,많아 ,A lot
떨어져 667,떨어져 ,Away
사람이야 663,사람이야 ,He's a person
다시는 662,다시는 ,Never again
거잖아 662,거잖아 ,That's right
애들이 661,애들이 ,The kids
애를 661,애를 ,Love
을 660,을 ,second 
말이다 659,말이다 ,That's right
없다는 659,없다는 ,There is none
만들 658,만들 ,Make
오면 657,오면 ,When you come
할게요 657,할게요 ,I will do it
아기 657,아기 ,baby 
영화 656,영화 ,movie 
가족 656,가족 ,family 
찾았어 655,찾았어 ,I found it
특히 654,특히 ,especially 
아들을 654,아들을 ,My son
제발요 654,제발요 ,Please
꿈을 654,꿈을 ,Dream
세상을 653,세상을 ,The world
놈을 652,놈을 ,That guy
아니었어 652,아니었어 ,No it wasn't
마이크 652,마이크 ,mike 
그리 652,그리 ,picture 
무엇을 651,무엇을 ,what 
만드는 650,만드는 ,Making
얼마 650,얼마 ,how much 
보여요 650,보여요 ,Show me
사진 649,사진 ,picture 
칼 649,칼 ,knife 
잠시만 648,잠시만 ,for a moment 
병원에 648,병원에 ,To the hospital
같습니다 648,같습니다 ,It's the same
바보 647,바보 ,fool 
열어 646,열어 ,Open it
현재 646,현재 ,today 
해줘 646,해줘 ,Do it
주지 645,주지 ,I know
했습니다 645,했습니다 ,I did it
자주 645,자주 ,often 
있겠지 643,있겠지 ,I guess so
하는거야 643,하는거야 ,I'm doing it
샘 643,샘 ,Sam
꺼져 642,꺼져 ,go away 
가만히 642,가만히 ,Stay still
그랬지 641,그랬지 ,"Yeah, that's right"
지금까지 641,지금까지 ,until now 
저거 641,저거 ,That one
당연하지 641,당연하지 ,of course 
나서 640,나서 ,Then
그것 638,그것 ,that 
또한 637,또한 ,also 
보이지 636,보이지 ,Invisible
노래 636,노래 ,sing 
위험한 635,위험한 ,Dangerous
클레어 635,클레어 ,Claire
쉽게 634,쉽게 ,Easy
오지 634,오지 ,Oji
정말요 634,정말요 ,Really
계획이 632,계획이 ,The plan is
잡고 632,잡고 ,Grab
열심히 631,열심히 ,try hard 
마라 631,마라 ,Mara
경찰이 631,경찰이 ,The police
말하면 631,말하면 ,If you say
방에 630,방에 ,In the room
됐다 629,됐다 ,Okay
마음이 629,마음이 ,My heart
메러디스 629,메러디스 ,Meredith
운이 628,운이 ,Luck
드디어 628,드디어 ,at las 
정보를 628,정보를 ,Information
말입니다 628,말입니다 ,That's right
때는 627,때는 ,When
얼굴을 627,얼굴을 ,Face
만난 627,만난 ,Met
있거든 625,있거든 ,If there is
달 624,달 ,moon 
약간 624,약간 ,a little 
했다고 622,했다고 ,I did it
일찍 621,일찍 ,early 
굉장히 621,굉장히 ,Very much
못해요 621,못해요 ,I can't do it
진실을 620,진실을 ,The truth
줄게 619,줄게 ,I'll give it to you
아세요 618,아세요 ,Do you know
누굴 617,누굴 ,Who
거라 617,거라 ,That's right
가족이 616,가족이 ,The family
새로 615,새로 ,New
절대로 614,절대로 ,Never
와요 613,와요 ,Come on
알지만 613,알지만 ,I know but
되어 611,되어 ,Become
내려 611,내려 ,Get down
같네 610,같네 ,Same
그거야 609,그거야 ,That's it
크리스티나 609,크리스티나 ,Christina
사이에 608,사이에 ,In between
자꾸 608,자꾸 ,repeatedly 
저리 608,저리 ,Over there
사실을 607,사실을 ,The truth
프랭크 607,프랭크 ,Frank
와우 606,와우 ,wow 
뛰어 605,뛰어 ,Jump
갔어 605,갔어 ,Went
죽게 604,죽게 ,To die
네게 603,네게 ,To you
심지어 603,심지어 ,Even
글쎄요 603,글쎄요 ,well 
사람의 602,사람의 ,People's
오랫동안 602,오랫동안 ,For a long time
모습을 602,모습을 ,Appearance
얘기가 602,얘기가 ,The story
아이고 601,아이고 ,oh my 
상관 601,상관 ,Correspondence
일하는 601,일하는 ,Working
짐 601,짐 ,load 
길 601,길 ,road 
사건 601,사건 ,Incident
그렇다고 600,그렇다고 ,That's right
들어요 600,들어요 ,Listen
상황을 600,상황을 ,The situation
옷을 600,옷을 ,Clothes
일이죠 599,일이죠 ,It's work
아니예요 598,아니예요 ,No
죽어 597,죽어 ,Dead
뿐이에요 596,뿐이에요 ,That's all
필요는 596,필요는 ,Need is
여기요 596,여기요 ,Here it is
사랑해요 596,사랑해요 ,i love you 
죽는 595,죽는 ,Dying
누군가가 595,누군가가 ,Someone
얘기해 594,얘기해 ,Talk to me
모두를 594,모두를 ,Everyone
커피 594,커피 ,coffee 
있는거야 593,있는거야 ,It exists
있으니 591,있으니 ,There is
없지만 591,없지만 ,But there isn't
열 590,열 ,heat 
다신 590,다신 ,Again
만날 590,만날 ,Meet
남자는 590,남자는 ,The man
저희는 590,저희는 ,We are
떠날 590,떠날 ,Leave
맞죠 589,맞죠 ,That's right
아들이 588,아들이 ,My son
놈은 588,놈은 ,That guy
하나가 586,하나가 ,One
의사 586,의사 ,doctor 
박사님 585,박사님 ,Doctor
나오는 584,나오는 ,Coming out
딸이 584,딸이 ,My daughter
거짓말을 584,거짓말을 ,Lie
했고 583,했고 ,I did
얼굴 583,얼굴 ,face 
보내 583,보내 ,send 
받은 583,받은 ,Received
쓰고 582,쓰고 ,Write
곳이 581,곳이 ,The place
된다고 579,된다고 ,It's okay
설마 578,설마 ,no way 
우리한테 578,우리한테 ,To us
방법은 578,방법은 ,The method is
인생을 578,인생을 ,Life
보이는 578,보이는 ,Visible
정도로 578,정도로 ,To that extent
아니오 577,아니오 ,no 
여러 577,여러 ,several 
자고 576,자고 ,Sleep
한다면 576,한다면 ,If you do it
실례합니다 575,실례합니다 ,excuse me 
기회가 574,기회가 ,Opportunity
했을 573,했을 ,Did
결혼 573,결혼 ,marriage 
소리를 572,소리를 ,Sound
알았다 572,알았다 ,I get it 
해야지 572,해야지 ,I have to
완벽한 572,완벽한 ,Perfect
있었다 571,있었다 ,There was
곳을 571,곳을 ,Place
겨우 571,겨우 ,barely 
없으면 570,없으면 ,If not there
아내가 568,아내가 ,My wife
있습니까 568,있습니까 ,Is there
만들고 567,만들고 ,Make it
비켜 567,비켜 ,Get out of the way
그것을 566,그것을 ,That
피를 566,피를 ,Blood
못한 566,못한 ,Bad
말씀 566,말씀 ,Words
자식 565,자식 ,Child
만약에 565,만약에 ,If
위대한 564,위대한 ,Great
써 563,써 ,write 
이리와 563,이리와 ,Come here
눈이 562,눈이 ,Eyes
사람도 562,사람도 ,People too
요 562,요 ,yo. this 
자신이 561,자신이 ,I am
당신한테 561,당신한테 ,To you
보통 560,보통 ,commonly 
나갈 560,나갈 ,Go out
문제를 560,문제를 ,The problem
보다 559,보다 ,see 
앉아서 559,앉아서 ,Sit down
도와줘요 559,도와줘요 ,Help me
원하지 559,원하지 ,I don't want
이쪽으로 559,이쪽으로 ,This way
생각하고 556,생각하고 ,I think about it
갑시다 556,갑시다 ,Let's go
사랑을 556,사랑을 ,Love
너네 556,너네 ,You guys
조 555,조 ,article 
밖에서 555,밖에서 ,Outside
들어와 555,들어와 ,Come in
그렇군요 554,그렇군요 ,okay 
척 554,척 ,Chuck
같군 554,같군 ,Same
나온 553,나온 ,Came out
같지 552,같지 ,Same
불러 552,불러 ,Call
도움을 552,도움을 ,Help
마음 551,마음 ,mind 
최선을 551,최선을 ,Best of luck
된다 549,된다 ,It's possible
곳으로 548,곳으로 ,To the place
아기를 547,아기를 ,Baby
죽이고 547,죽이고 ,Kill
대단한 547,대단한 ,Great
뭐예요 546,뭐예요 ,What is it
환자를 546,환자를 ,The patient
똑같은 546,똑같은 ,Same thing
가능한 546,가능한 ,Possible
친구들 546,친구들 ,Friends
원해 545,원해 ,I want
좋아해 545,좋아해 ,i like you 
될까 544,될까 ,Will it work?
봤지 543,봤지 ,I saw it
방 542,방 ,room 
몰라도 542,몰라도 ,I don't know
갈게요 542,갈게요 ,I'll go
때도 542,때도 ,When
움직여 541,움직여 ,Move
눈에 540,눈에 ,In the eyes
숨을 540,숨을 ,Breathe
음악 540,음악 ,music 
자는 540,자는 ,Sleeping
딸을 539,딸을 ,My daughter
모르겠네요 538,모르겠네요 ,I don't know
의사가 537,의사가 ,The doctor
셜록 537,셜록 ,Sherlock
딴 537,딴 ,Other
가져와 537,가져와 ,Bring it
세상에서 536,세상에서 ,In the world
소리가 536,소리가 ,The sound
시간은 536,시간은 ,Time is
도울 536,도울 ,Help
만한 536,만한 ,Worth it
남편이 536,남편이 ,My husband
한다는 535,한다는 ,Doing it
아버지를 535,아버지를 ,Father
일로 534,일로 ,By work
감옥에 534,감옥에 ,In prison
됐지 534,됐지 ,Okay
짓 532,짓 ,act 
순간 532,순간 ,Moment
도와줄 532,도와줄 ,Help me
있도록 531,있도록 ,To be able to
할머니 530,할머니 ,grandma 
짓이야 530,짓이야 ,It's a mess
쓰는 529,쓰는 ,Writing
했잖아요 528,했잖아요 ,I did it
너희들 527,너희들 ,You guys
피터 526,피터 ,Peter
당신들 526,당신들 ,You guys
그날 525,그날 ,That day
화가 525,화가 ,artist 
새끼 525,새끼 ,young 
쓴 522,쓴 ,Bitter
안에서 522,안에서 ,Inside
최대한 522,최대한 ,As much as possible
하네 522,하네 ,Yeah
팀 522,팀 ,Team
이후로 521,이후로 ,Since then
그들 519,그들 ,They
이지 517,이지 ,easy 
그치 516,그치 ,right 
죽었어요 516,죽었어요 ,I'm dead
곳에서 516,곳에서 ,In the place
때마다 516,때마다 ,Every time
몸이 515,몸이 ,The body
모든게 515,모든게 ,Everything
캠 515,캠 ,Cam
어차피 514,어차피 ,anyway 
압니다 514,압니다 ,I know
기억이 514,기억이 ,I remember
어딜 514,어딜 ,Where
산 513,산 ,mountain 
들려 513,들려 ,I heard
있네요 513,있네요 ,There is
분이 512,분이 ,Minute
없어서 512,없어서 ,Because there isn't any
이곳에 512,이곳에 ,Here
미안하지만 511,미안하지만 ,I'm sorry 
일어난 511,일어난 ,Happened
왔습니다 511,왔습니다 ,I came
로스 511,로스 ,Los
속에서 510,속에서 ,In the inside
친구를 510,친구를 ,A friend
모르지만 510,모르지만 ,I don't know but
예쁜 508,예쁜 ,pretty 
몸을 508,몸을 ,Body
잊지 508,잊지 ,Forget
엄마한테 508,엄마한테 ,To my mom
왔다 507,왔다 ,Came
했는지 507,했는지 ,Did you do it?
타 507,타 ,get on 
같군요 507,같군요 ,It's the same
명 506,명 ,number of people 
모든걸 506,모든걸 ,Everything
하라고 505,하라고 ,Tell me to do it
그렇습니다 505,그렇습니다 ,Yes
때문이야 504,때문이야 ,Because of that
있겠어 504,있겠어 ,There will be
덕분에 503,덕분에 ,Thanks to you
싶으면 502,싶으면 ,If you want
나가서 502,나가서 ,Go out
비밀 502,비밀 ,secret 
달라 501,달라 ,Different
것보다 501,것보다 ,Than
찾았어요 499,찾았어요 ,I found it
대 499,대 ,big 
데릭 499,데릭 ,Derek
고통을 499,고통을 ,Pain
환자는 498,환자는 ,The patient
엄마랑 498,엄마랑 ,With mom
진정한 498,진정한 ,True
같다 498,같다 ,Same
생긴 497,생긴 ,Looked like
병원 497,병원 ,hospital 
반가워요 496,반가워요 ,nice to meet you 
내내 495,내내 ,All the time
가도 495,가도 ,Go
생각에 495,생각에 ,In my thoughts
오세요 494,오세요 ,Come on
이러지 494,이러지 ,Like this
따르면 494,따르면 ,According to
고맙네 493,고맙네 ,Thank you
할까요 493,할까요 ,Shall we do it?
사진을 493,사진을 ,Take a picture
않게 493,않게 ,Not to
한잔 493,한잔 ,A glass
않는다 492,않는다 ,Doesn't
있었고 492,있었고 ,There was
되는데 492,되는데 ,It works
남자를 492,남자를 ,A man
안으로 491,안으로 ,Inside
알았죠 491,알았죠 ,Okay
물론이지 491,물론이지 ,of course 
보낸 490,보낸 ,Sent
피가 489,피가 ,Blood
하니까 488,하니까 ,Because I did it
아가 487,아가 ,baby 
반드시 487,반드시 ,certainly 
아무리 486,아무리 ,No matter how much
얘기는 486,얘기는 ,The story is
잘못된 485,잘못된 ,Wrong
오케이 485,오케이 ,okay 
알아야 484,알아야 ,I need to know
걸요 484,걸요 ,I'm going
해줄 483,해줄 ,I will do it
자리를 483,자리를 ,Seat
문제야 482,문제야 ,It's a problem
이유를 482,이유를 ,The reason
그러다 482,그러다 ,Then
약을 481,약을 ,Medicine
싶었어 480,싶었어 ,I wanted to
높은 480,높은 ,High
같아서 480,같아서 ,Because it's the same
이해 480,이해 ,understanding 
하나만 480,하나만 ,Just one
돌아올 480,돌아올 ,Come back
있는게 479,있는게 ,There is
좋습니다 479,좋습니다 ,great 
좋다 479,좋다 ,good night 
배를 479,배를 ,The ship
찾아야 479,찾아야 ,Need to find
못하게 478,못하게 ,Can't do it
막을 478,막을 ,Stop it
계획을 478,계획을 ,Make a plan
루크 478,루크 ,Luke
이래 476,이래 ,Like this
모르고 476,모르고 ,I don't know
없잖아요 476,없잖아요 ,There isn't any
그녀 475,그녀 ,Her
그동안 475,그동안 ,In the meantime
거니 475,거니 ,Goni
빼고 475,빼고 ,Except
거긴 475,거긴 ,There
이라고 475,이라고 ,Said
그랬어요 474,그랬어요 ,"Yes, it was"
더는 474,더는 ,No more
죽지 474,죽지 ,Don't die
녀석 473,녀석 ,Guy
몰랐어 473,몰랐어 ,I didn't know
리 473,리 ,lee 
뭐라 473,뭐라 ,What
박사 473,박사 ,doctor 
죽였어 473,죽였어 ,I killed him
믿고 472,믿고 ,Believe
좋네요 472,좋네요 ,Good
여기까지 472,여기까지 ,Up to here
이쪽은 472,이쪽은 ,This is
사람들에게 471,사람들에게 ,To the people
아빠를 471,아빠를 ,Dad
어려운 471,어려운 ,difficult 
봤는데 471,봤는데 ,I saw it
적은 471,적은 ,Less
법을 470,법을 ,The law
모르겠다 470,모르겠다 ,I don't know 
신이 470,신이 ,God
그렇고 470,그렇고 ,Yes
관심 469,관심 ,interest 
집이 469,집이 ,The house
오직 469,오직 ,Only
좋아해요 469,좋아해요 ,i like you 
있었습니다 469,있었습니다 ,There was
나은 469,나은 ,Better
않아도 468,않아도 ,Don't have to
나면 467,나면 ,When I come out
옛날 467,옛날 ,Old days
얘가 467,얘가 ,This guy
식으로 465,식으로 ,In this way
그걸로 465,그걸로 ,With that
냄새가 465,냄새가 ,The smell
못하는 464,못하는 ,Can't do it
인간 464,인간 ,Human
세상이 463,세상이 ,The world
책 463,책 ,book 
모두에게 462,모두에게 ,To everyone
말해줘 462,말해줘 ,Tell me
처음으로 462,처음으로 ,For the first time
그러게 461,그러게 ,I know 
실제로 461,실제로 ,actually 
제임스 461,제임스 ,James
데려다 461,데려다 ,Take away
크리스마스 461,크리스마스 ,christmas 
보기 461,보기 ,look 
신의 460,신의 ,God
말했잖아 460,말했잖아 ,I told you
말했어 460,말했어 ,I told you
돌아갈 460,돌아갈 ,Go back
한번도 459,한번도 ,Never
긴 459,긴 ,long 
움직이지 459,움직이지 ,Move
착한 459,착한 ,Good
일이지 458,일이지 ,It's work
쓰지 458,쓰지 ,Don't write
곳 457,곳 ,place 
도와주세요 457,도와주세요 ,help 
그러죠 457,그러죠 ,"Yeah, that's right"
거니까 456,거니까 ,That's why
곁에 456,곁에 ,By your side
그녀에게 456,그녀에게 ,To her
그러는 456,그러는 ,That's right
머리에 455,머리에 ,On the head
확인해 455,확인해 ,Check it out
싶어서 455,싶어서 ,Because I wanted to
것들을 455,것들을 ,Things
데이트 455,데이트 ,date 
사고 454,사고 ,accident 
한거야 454,한거야 ,I did it
세상 454,세상 ,The world
감사해요 454,감사해요 ,thank you 
책을 454,책을 ,The book
배 453,배 ,ship 
젊은 453,젊은 ,Young
가자고 451,가자고 ,Let's go
아닌가 451,아닌가 ,Isn't it?
좋겠어요 451,좋겠어요 ,I would like to
비행기 451,비행기 ,airplane 
맥스 451,맥스 ,Max
하잖아 450,하잖아 ,I said
없소 450,없소 ,No
애들은 450,애들은 ,The kids
오늘밤 450,오늘밤 ,Tonight
고맙다 450,고맙다 ,thanks 
라는 450,라는 ,called
언젠가 449,언젠가 ,someday 
필요할 449,필요할 ,Need
아이들을 448,아이들을 ,The children
우리와 448,우리와 ,With us
머리가 447,머리가 ,The head
그것이 447,그것이 ,That's it
세계 447,세계 ,world 
애는 446,애는 ,The child
죽여 445,죽여 ,Kill
차가 445,차가 ,The car
죽고 445,죽고 ,Dead
따라와 444,따라와 ,Follow me
힘이 444,힘이 ,Power
확실해 442,확실해 ,I'm sure
기억해 442,기억해 ,Remember
있어도 441,있어도 ,Even if there is
자네를 441,자네를 ,You
오래된 440,오래된 ,Old
기억나 440,기억나 ,I remember
